"zero_indices","animal_id","birth_year","bs","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
FALSE,"270-2014-1-438",2014,"dmp",0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
FALSE,"270-2014-1-439",2014,"dmp",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
FALSE,"270-2014-1-440",2014,"dmp",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
FALSE,"270-2015-0-547",2015,"wy",0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
FALSE,"270-2015-0-548",2015,"wy",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
FALSE,"270-2015-0-549",2015,"wy",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"270-2015-0-550",2015,"wy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-0-551",2015,"wy",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"270-2015-0-552",2015,"wy",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"270-2015-0-553",2015,"wy",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"270-2015-0-554",2015,"wy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-0-555",2015,"wy",0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
FALSE,"270-2015-0-556",2015,"wy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-0-557",2015,"wy",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"270-2015-0-558",2015,"wy",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
FALSE,"270-2015-0-582",2015,"wy",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
FALSE,"270-2015-0-583",2015,"wy",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
FALSE,"270-2015-0-584",2015,"wy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-0-585",2015,"wy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-0-586",2015,"wy",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"270-2015-0-587",2015,"wy",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
FALSE,"270-2015-0-588",2015,"wy",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
FALSE,"270-2015-0-589",2015,"wy",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
FALSE,"270-2015-1-503",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-504",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-507",2015,"dmp",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
FALSE,"270-2015-1-508",2015,"dmp",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"270-2015-1-510",2015,"dmp",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
FALSE,"270-2015-1-516",2015,"dmp",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"270-2015-1-517",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-518",2015,"dmp",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"270-2015-1-519",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-520",2015,"dmp",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
FALSE,"270-2015-1-522",2015,"dmp",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"270-2015-1-524",2015,"dmp",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FALSE,"270-2015-1-525",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-527",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-528",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-529",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-533",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-534",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-535",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-536",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-538",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-540",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-543",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2015-1-545",2015,"dmp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FALSE,"270-2016-0-647",2016,"wy",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
FALSE,"270-2016-0-648",2016,"wy",0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
FALSE,"270-2016-0-649",2016,"wy",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-0-650",2016,"wy",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"270-2016-0-651",2016,"wy",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"270-2016-0-652",2016,"wy",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
FALSE,"270-2016-0-653",2016,"wy",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"270-2016-0-654",2016,"wy",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"270-2016-0-655",2016,"wy",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
FALSE,"270-2016-0-656",2016,"wy",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-0-657",2016,"wy",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-0-673",2016,"wy",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
FALSE,"270-2016-0-674",2016,"wy",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
FALSE,"270-2016-0-675",2016,"wy",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
FALSE,"270-2016-0-676",2016,"wy",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"270-2016-0-677",2016,"wy",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"270-2016-1-601",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-602",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-603",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
FALSE,"270-2016-1-604",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-606",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"270-2016-1-607",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"270-2016-1-608",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"270-2016-1-609",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-610",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-613",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
FALSE,"270-2016-1-615",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"270-2016-1-616",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-618",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
FALSE,"270-2016-1-619",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
FALSE,"270-2016-1-620",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-622",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"270-2016-1-624",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
FALSE,"270-2016-1-627",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-628",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-629",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-630",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-631",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-632",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"270-2016-1-634",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
FALSE,"270-2016-1-637",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-640",2016,"dmp",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FALSE,"270-2016-1-642",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
FALSE,"270-2016-1-643",2016,"dmp",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
FALSE,"270-2017-0-744",2017,"wy",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
FALSE,"270-2017-0-745",2017,"wy",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"270-2017-0-746",2017,"wy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-0-747",2017,"wy",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"270-2017-0-748",2017,"wy",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"270-2017-0-749",2017,"wy",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"270-2017-1-703",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"270-2017-1-704",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-1-707",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
FALSE,"270-2017-1-709",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-1-710",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-1-711",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"270-2017-1-713",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-1-714",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-1-717",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"270-2017-1-719",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"270-2017-1-720",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-1-721",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-1-722",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
FALSE,"270-2017-1-726",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-1-729",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-1-733",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-1-736",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-1-737",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-1-738",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2017-1-739",2017,"dmp",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FALSE,"270-2018-0-862",2018,"wy",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"270-2018-0-863",2018,"wy",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
FALSE,"270-2018-0-864",2018,"wy",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"270-2018-1-802",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"270-2018-1-804",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FALSE,"270-2018-1-805",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"270-2018-1-806",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FALSE,"270-2018-1-808",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"270-2018-1-815",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"270-2018-1-817",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"270-2018-1-818",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"270-2018-1-822",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"270-2018-1-823",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FALSE,"270-2018-1-824",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
FALSE,"270-2018-1-825",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FALSE,"270-2018-1-826",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
FALSE,"270-2018-1-827",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FALSE,"270-2018-1-831",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FALSE,"270-2018-1-832",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
FALSE,"270-2018-1-834",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
FALSE,"270-2018-1-835",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
FALSE,"270-2018-1-837",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FALSE,"270-2018-1-839",2018,"dmp",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FALSE,"270-2019-0-943",2019,"wy",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"270-2019-0-944",2019,"wy",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"270-2019-0-945",2019,"wy",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"270-2019-0-946",2019,"wy",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
FALSE,"270-2019-0-947",2019,"wy",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FALSE,"270-2019-0-960",2019,"wy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2019-0-966",2019,"wy",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
FALSE,"270-2019-1-901",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FALSE,"270-2019-1-903",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FALSE,"270-2019-1-905",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
FALSE,"270-2019-1-907",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
FALSE,"270-2019-1-908",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
FALSE,"270-2019-1-909",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"270-2019-1-916",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FALSE,"270-2019-1-917",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"270-2019-1-920",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"270-2019-1-923",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"270-2019-1-924",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
FALSE,"270-2019-1-927",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"270-2019-1-929",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
FALSE,"270-2019-1-930",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FALSE,"270-2019-1-932",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
FALSE,"270-2019-1-933",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
FALSE,"270-2019-1-934",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FALSE,"270-2019-1-935",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FALSE,"270-2019-1-938",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FALSE,"270-2019-1-940",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
FALSE,"270-2019-1-941",2019,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FALSE,"270-2020-0-2093",2020,"wy",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"270-2020-0-2094",2020,"wy",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"270-2020-0-2095",2020,"wy",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"270-2020-1-2001",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"270-2020-1-2003",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"270-2020-1-2004",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"270-2020-1-2007",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"270-2020-1-2008",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"270-2020-1-2009",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"270-2020-1-2010",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"270-2020-1-2011",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"270-2020-1-2013",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"270-2020-1-2014",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"270-2020-1-2020",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"270-2020-1-2027",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"270-2020-1-2028",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"270-2020-1-2031",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"270-2020-1-2034",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"270-2020-1-2037",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"270-2020-1-2038",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FALSE,"270-2020-1-2039",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"270-2020-1-2040",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"270-2020-1-2041",2020,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FALSE,"270-2021-0-2169",2021,"wy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"270-2021-0-2171",2021,"wy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-0-2172",2021,"wy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2102",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2106",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2109",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2113",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2121",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2124",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2125",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2126",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"270-2021-1-2127",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2129",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2130",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FALSE,"270-2021-1-2131",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2133",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2136",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2137",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2139",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2141",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"270-2021-1-2142",2021,"dmp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FALSE,"90-2007-0-016",2007,"ey",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
FALSE,"90-2007-0-017",2007,"ey",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,"90-2007-0-019",2007,"ey",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
FALSE,"90-2007-0-024",2007,"ey",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
FALSE,"90-2007-0-027",2007,"ey",1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0
FALSE,"90-2007-0-029",2007,"ey",1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0
FALSE,"90-2007-0-031",2007,"ey",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,"90-2007-0-032",2007,"ey",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,"90-2007-0-033",2007,"ey",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,"90-2007-0-035",2007,"ey",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,"90-2007-0-036",2007,"ey",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2007-0-038",2007,"ey",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
FALSE,"90-2007-0-039",2007,"ey",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2007-0-040",2007,"ey",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
FALSE,"90-2007-0-045",2007,"ey",1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
FALSE,"90-2007-0-046",2007,"ey",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
FALSE,"90-2007-0-048",2007,"ey",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
