p97.5,site
0.927971122,2
0.928099748,2
0.92821307,2
0.928300765,2
0.928388361,2
0.928475857,2
0.928562491,2
0.928648718,2
0.928734849,2
0.928820884,2
0.928906823,2
0.928992666,2
0.929092765,2
0.929198639,2
0.929304367,2
0.929409948,2
0.929484917,2
0.92954357,2
0.929611729,2
0.929684041,2
0.92975844,2
0.929844011,2
0.929929277,2
0.930042685,2
0.930163458,2
0.930237742,2
0.930281067,2
0.930353197,2
0.930436974,2
0.930520651,2
0.930604235,2
0.930687726,2
0.930771124,2
0.930854429,2
0.930947648,2
0.931028259,2
0.931124246,2
0.93122011,2
0.931318152,2
0.931423731,2
0.931525844,2
0.931628002,2
0.931704717,2
0.931781799,2
0.931857338,2
0.931933866,2
0.932016712,2
0.93210982,2
0.932204179,2
0.932297732,2
0.932390748,2
0.932472539,2
0.932553978,2
0.932635844,2
0.932717359,2
0.932798527,2
0.932878978,2
0.932959341,2
0.933021563,2
0.933079807,2
0.933138005,2
0.933235715,2
0.93334252,2
0.933443147,2
0.933507182,2
0.933540299,2
0.933621412,2
0.93372361,2
0.933799172,2
0.93384684,2
0.933893858,2
0.933989717,2
0.934091891,2
0.934171896,2
0.934236428,2
0.93434924,2
0.934461297,2
0.934559518,2
0.934647974,2
0.934756131,2
0.934859791,2
0.934901076,2
0.934956672,2
0.935036005,2
0.935133799,2
0.935246896,2
0.935359554,2
0.935471489,2
0.935591581,2
0.935720771,2
0.935807594,2
0.93591985,2
0.936030988,2
0.936137269,2
0.936251628,2
0.936365423,2
0.936476735,2
0.936587865,2
0.936698657,2
0.936776413,2
0.936851242,2
0.936925634,2
0.936999945,2
0.937074174,2
0.937148321,2
0.937222281,2
0.937295996,2
0.937369629,2
0.937443182,2
0.937516654,2
0.937590045,2
0.937663356,2
0.937736587,2
0.937809737,2
0.937882807,2
0.937955797,2
0.938030289,2
0.938124693,2
0.938238265,2
0.938351643,2
0.93846044,2
0.938541154,2
0.93865225,2
0.938762169,2
0.938814597,2
0.938865348,2
0.938938098,2
0.939009437,2
0.939074972,2
0.939154489,2
0.939252682,2
0.939350727,2
0.939427567,2
0.939500429,2
0.939572521,2
0.939644532,2
0.939705237,2
0.939762541,2
0.939832449,2
0.939928715,2
0.940006231,2
0.940079676,2
0.940186734,2
0.940293613,2
0.940400313,2
0.940505576,2
0.940610636,2
0.940710668,2
0.940776548,2
0.940842567,2
0.940957323,2
0.941071306,2
0.941164249,2
0.941214591,2
0.94126489,2
0.941315147,2
0.941381092,2
0.941484056,2
0.941586851,2
0.941689476,2
0.941791931,2
0.941894217,2
0.941996334,2
0.942098282,2
0.94218732,2
0.942257849,2
0.942327887,2
0.942397846,2
0.942467725,2
0.942537524,2
0.942631791,2
0.942710954,2
0.942782032,2
0.942853025,2
0.942923936,2
0.942994763,2
0.943086917,2
0.943199976,2
0.943312534,2
0.943424881,2
0.943537018,2
0.943648946,2
0.943756329,2
0.943835995,2
0.943915555,2
0.943994539,2
0.944073059,2
0.944151146,2
0.94422862,2
0.944305992,2
0.944357638,2
0.94440323,2
0.944449723,2
0.9445578,2
0.944665679,2
0.94477292,2
0.944851176,2
0.944929326,2
0.945007262,2
0.945084445,2
0.945161526,2
0.945238506,2
0.945315383,2
0.945392159,2
0.945468834,2
0.945545407,2
0.945621878,2
0.945698248,2
0.945774727,2
0.945858403,2
0.945941958,2
0.946025391,2
0.946108703,2
0.946191894,2
0.946274963,2
0.946357911,2
0.946440739,2
0.946523446,2
0.946606032,2
0.946688498,2
0.946770905,2
0.946853594,2
0.946936162,2
0.947018609,2
0.947104317,2
0.947211607,2
0.947318669,2
0.94740354,2
0.947474958,2
0.947546283,2
0.947617517,2
0.947702134,2
0.947788086,2
0.947873903,2
0.947958905,2
0.948043776,2
0.948128516,2
0.948213124,2
0.948297602,2
0.948363821,2
0.948428196,2
0.948492495,2
0.948558243,2
0.948647716,2
0.948741366,2
0.948834853,2
0.948928179,2
0.949021344,2
0.949114348,2
0.949207192,2
0.949299875,2
0.949390701,2
0.949474109,2
0.949557387,2
0.949640535,2
0.949723553,2
0.949806442,2
0.949889201,2
0.94997183,2
0.950054331,2
0.950136702,2
0.950218945,2
0.950301059,2
0.950383045,2
0.950464902,2
0.950546366,2
0.950627372,2
0.950708251,2
0.950789005,2
0.950869634,2
0.950950137,2
0.951030515,2
0.951110768,2
0.951190896,2
0.95125977,2
0.951325908,2
0.951411388,2
0.951502456,2
0.951591452,2
0.951671474,2
0.95175137,2
0.951831141,2
0.951910786,2
0.951990307,2
0.952069298,2
0.95214807,2
0.952226718,2
0.952305244,2
0.952383647,2
0.952461928,2
0.952540014,2
0.952609732,2
0.952679353,2
0.952748876,2
0.952818302,2
0.952887632,2
0.952961703,2
0.953040084,2
0.953118341,2
0.953196473,2
0.953274482,2
0.953352367,2
0.953430129,2
0.953507767,2
0.953585282,2
0.953662674,2
0.953739944,2
0.953817091,2
0.953894115,2
0.953971017,2
0.954047797,2
0.954124455,2
0.954200992,2
0.954277406,2
0.9543537,2
0.954429872,2
0.954505923,2
0.954581853,2
0.954657663,2
0.954733352,2
0.95480892,2
0.954884369,2
0.954959697,2
0.955034906,2
0.955109995,2
0.955184964,2
0.955259814,2
0.955334545,2
0.955409157,2
0.95548365,2
0.955558024,2
0.955632236,2
0.955707865,2
0.955780118,2
0.955854083,2
0.95592793,2
0.956001659,2
0.95607527,2
0.956148764,2
0.956222082,2
0.956295279,2
0.956368359,2
0.956441323,2
0.95651417,2
0.956586901,2
0.956659515,2
0.956731889,2
0.956803704,2
0.956865142,2
0.956926497,2
0.956987672,2
0.957048741,2
0.957130194,2
0.957187396,2
0.957244525,2
0.957301373,2
0.957358011,2
0.957414578,2
0.957474883,2
0.95753539,2
0.957595814,2
0.957656156,2
0.957716416,2
0.957776595,2
0.957838187,2
0.957920776,2
0.958003209,2
0.958085488,2
0.958167613,2
0.958249583,2
0.9583314,2
0.958413064,2
0.958494574,2
0.958575932,2
0.958657136,2
0.958738188,2
0.958819088,2
0.958899837,2
0.958975616,2
0.959044023,2
0.959112032,2
0.959179735,2
0.95924733,2
0.9593113,2
0.959370643,2
0.959427429,2
0.95948414,2
0.959540774,2
0.959597332,2
0.959653815,2
0.959710222,2
0.959766554,2
0.959825424,2
0.959896707,2
0.959970525,2
0.96003946,2
0.960110661,2
0.960179921,2
0.960237602,2
0.960295202,2
0.960352723,2
0.960410163,2
0.960467523,2
0.960524804,2
0.960582004,2
0.960639126,2
0.960696167,2
0.96075313,2
0.960810013,2
0.960866817,2
0.960923136,2
0.960979181,2
0.961035264,2
0.961105556,2
0.961175726,2
0.961245774,2
0.9613157,2
0.961385505,2
0.96144048,2
0.961510371,2
0.961588255,2
0.961665791,2
0.961735815,2
0.961805717,2
0.961875495,2
0.961945151,2
0.962014228,2
0.962083151,2
0.962149967,2
0.962207544,2
0.962265036,2
0.962322198,2
0.962379071,2
0.962435861,2
0.962492569,2
0.962549194,2
0.962600918,2
0.962651298,2
0.962701612,2
0.962751862,2
0.962802046,2
0.962860917,2
0.962924644,2
0.962988266,2
0.963051783,2
0.963112565,2
0.963168639,2
0.963224631,2
0.963280541,2
0.963336369,2
0.963392115,2
0.96344778,2
0.963503363,2
0.963558964,2
0.963625798,2
0.963692515,2
0.963759113,2
0.963825594,2
0.963891957,2
0.963958203,2
0.964024332,2
0.964090345,2
0.96415624,2
0.964222019,2
0.964287611,2
0.964352459,2
0.964404134,2
0.964455737,2
0.964507151,2
0.964558296,2
0.96460937,2
0.964660373,2
0.964711305,2
0.964762166,2
0.964812957,2
0.964863677,2
0.964914327,2
0.964964906,2
0.965015415,2
0.965065854,2
0.965123117,2
0.965183079,2
0.965242942,2
0.965302705,2
0.96536237,2
0.965421935,2
0.965480261,2
0.96553175,2
0.965583165,2
0.965634506,2
0.965685772,2
0.965736966,2
0.965788085,2
0.965843411,2
0.965901168,2
0.96595883,2
0.966016399,2
0.966073873,2
0.966131254,2
0.966188541,2
0.966245734,2
0.895972914,3
0.895961575,3
0.896033159,3
0.8961047,3
0.896176196,3
0.896247649,3
0.896284923,3
0.896313195,3
0.896340118,3
0.896366311,3
0.896391038,3
0.896381827,3
0.896372616,3
0.896363403,3
0.89635419,3
0.896458222,3
0.896555904,3
0.896585556,3
0.896615198,3
0.896644831,3
0.896674453,3
0.896701832,3
0.896728923,3
0.896792606,3
0.896877205,3
0.896961741,3
0.897046215,3
0.897130628,3
0.897214978,3
0.897299267,3
0.897383494,3
0.897437092,3
0.897467416,3
0.897497731,3
0.897528038,3
0.897557749,3
0.897627108,3
0.897699822,3
0.89776536,3
0.89776024,3
0.897758852,3
0.897876633,3
0.897994293,3
0.898111833,3
0.898220184,3
0.89829566,3
0.898371393,3
0.89849719,3
0.898622848,3
0.898746638,3
0.898768798,3
0.898786653,3
0.898852807,3
0.898944195,3
0.899034393,3
0.899123725,3
0.899212986,3
0.899301701,3
0.899389493,3
0.899446151,3
0.899460853,3
0.899569475,3
0.899677191,3
0.899764657,3
0.899814467,3
0.899860936,3
0.899846712,3
0.899919335,3
0.899972724,3
0.90005401,3
0.900102829,3
0.900151626,3
0.900200401,3
0.900297265,3
0.900362669,3
0.900396078,3
0.900429477,3
0.900462866,3
0.900496021,3
0.900535681,3
0.900578676,3
0.900616395,3
0.900637555,3
0.900662053,3
0.900695575,3
0.900822608,3
0.900870552,3
0.900918193,3
0.900925317,3
0.900902881,3
0.900942941,3
0.901070178,3
0.901122007,3
0.901162563,3
0.901202418,3
0.901242258,3
0.901282084,3
0.901320989,3
0.901359775,3
0.901374054,3
0.901382026,3
0.901464743,3
0.90158766,3
0.90168146,3
0.901729418,3
0.901776307,3
0.901822536,3
0.901847142,3
0.901871742,3
0.901907902,3
0.902014097,3
0.90206414,3
0.902111358,3
0.90215848,3
0.902227457,3
0.902299989,3
0.902372473,3
0.902444909,3
0.902467763,3
0.902499438,3
0.902597986,3
0.902688497,3
0.902810779,3
0.902885255,3
0.902959518,3
0.903030955,3
0.9030937,3
0.903176517,3
0.903250305,3
0.903358069,3
0.90354027,3
0.903654533,3
0.903764942,3
0.903872937,3
0.903921343,3
0.904038302,3
0.904170379,3
0.904302293,3
0.904424364,3
0.904534332,3
0.904553754,3
0.90457025,3
0.904592126,3
0.904782374,3
0.904972281,3
0.905161847,3
0.905302232,3
0.905299333,3
0.905291632,3
0.905283601,3
0.905389921,3
0.905664117,3
0.905739799,3
0.905919103,3
0.906064042,3
0.906186381,3
0.906256606,3
0.906328952,3
0.906397413,3
0.90646547,3
0.906533482,3
0.90660145,3
0.906663601,3
0.906694852,3
0.906726093,3
0.906778155,3
0.906848701,3
0.906918861,3
0.906982578,3
0.907068167,3
0.907133421,3
0.907204328,3
0.907286953,3
0.907379784,3
0.907472532,3
0.907561039,3
0.907627613,3
0.907698744,3
0.907767527,3
0.907836264,3
0.907904955,3
0.908032265,3
0.908180194,3
0.908189245,3
0.908211603,3
0.908360578,3
0.90850863,3
0.908586192,3
0.908653698,3
0.908748813,3
0.908859669,3
0.908989782,3
0.909083125,3
0.909194299,3
0.90930535,3
0.909413497,3
0.909505518,3
0.909597456,3
0.909689308,3
0.909781077,3
0.909879442,3
0.910000238,3
0.910120889,3
0.910241393,3
0.910380688,3
0.910481966,3
0.910602034,3
0.910721957,3
0.910841735,3
0.910961368,3
0.911082872,3
0.911204141,3
0.911339172,3
0.911441534,3
0.911562358,3
0.911765805,3
0.911993734,3
0.912177313,3
0.912202224,3
0.912353793,3
0.912474172,3
0.912496883,3
0.912519589,3
0.912628109,3
0.912744735,3
0.91286122,3
0.912977563,3
0.913064364,3
0.913200571,3
0.91330758,3
0.913424003,3
0.913508644,3
0.913593211,3
0.913677702,3
0.913761061,3
0.913843296,3
0.914041688,3
0.914231237,3
0.91437683,3
0.914492795,3
0.914607294,3
0.914721653,3
0.914801113,3
0.914877844,3
0.914922482,3
0.915033745,3
0.915076674,3
0.915084594,3
0.915210664,3
0.915290417,3
0.915359235,3
0.915463225,3
0.9155723,3
0.915671986,3
0.915776782,3
0.91588146,3
0.915986019,3
0.916097885,3
0.91626415,3
0.916345082,3
0.91651029,3
0.916675615,3
0.916798566,3
0.916919046,3
0.917101482,3
0.917302102,3
0.917521288,3
0.917688775,3
0.917822693,3
0.917920568,3
0.918015537,3
0.91811575,3
0.918206188,3
0.918302265,3
0.918414234,3
0.918558766,3
0.918634627,3
0.918689055,3
0.918855041,3
0.918967552,3
0.919083513,3
0.91921689,3
0.919329241,3
0.919378031,3
0.919533931,3
0.919657735,3
0.919847174,3
0.919967952,3
0.920036882,3
0.920096671,3
0.920201433,3
0.920329292,3
0.920481188,3
0.920608419,3
0.920719195,3
0.920866968,3
0.920997489,3
0.921125464,3
0.921252328,3
0.921381199,3
0.921503669,3
0.921681007,3
0.921878273,3
0.922080935,3
0.922244054,3
0.922374813,3
0.9225121,3
0.922666417,3
0.922826935,3
0.92306178,3
0.92333223,3
0.923601807,3
0.923813583,3
0.923904157,3
0.924070755,3
0.924171309,3
0.924271092,3
0.924529183,3
0.924712505,3
0.92485984,3
0.92500691,3
0.925153715,3
0.925300177,3
0.925446511,3
0.925584497,3
0.925677978,3
0.925743234,3
0.925836988,3
0.925931027,3
0.926042201,3
0.926190412,3
0.92635969,3
0.926509502,3
0.926665088,3
0.926858349,3
0.926974809,3
0.92712908,3
0.927311806,3
0.927478176,3
0.927693088,3
0.927841342,3
0.928030112,3
0.928180143,3
0.928315426,3
0.928371448,3
0.928507326,3
0.928655166,3
0.928803088,3
0.92895864,3
0.92910032,3
0.929245156,3
0.929408039,3
0.929557967,3
0.929716432,3
0.929875631,3
0.930035331,3
0.930168588,3
0.930302257,3
0.930509748,3
0.930669319,3
0.930810416,3
0.930892922,3
0.931053014,3
0.931280677,3
0.931451541,3
0.931608983,3
0.93176335,3
0.931916961,3
0.932071259,3
0.93222749,3
0.932383298,3
0.932535301,3
0.932686986,3
0.93284602,3
0.933034321,3
0.933194626,3
0.933343906,3
0.933451381,3
0.933581556,3
0.93375046,3
0.933901816,3
0.934052851,3
0.934207233,3
0.934406431,3
0.934618909,3
0.934790942,3
0.934949146,3
0.93504505,3
0.935203939,3
0.935368684,3
0.935533039,3
0.935718202,3
0.935922964,3
0.936071657,3
0.936226021,3
0.936394898,3
0.936579299,3
0.936732886,3
0.936890945,3
0.936995071,3
0.937171764,3
0.937339581,3
0.937485574,3
0.937631792,3
0.93779106,3
0.937949108,3
0.938106465,3
0.93826345,3
0.938403512,3
0.93853211,3
0.938660456,3
0.938788552,3
0.938954377,3
0.939153627,3
0.939284829,3
0.939412055,3
0.939538964,3
0.939726864,3
0.939943415,3
0.94003427,3
0.94014148,3
0.940335451,3
0.940535166,3
0.940734253,3
0.940888689,3
0.941040962,3
0.941202961,3
0.941388381,3
0.941573252,3
0.941757074,3
0.941939107,3
0.942120605,3
0.942280688,3
0.942407417,3
0.942533869,3
0.942657969,3
0.942781816,3
0.942905412,3
0.943034471,3
0.943194617,3
0.943378487,3
0.943551073,3
0.943722476,3
0.943891633,3
0.944060312,3
0.944228513,3
0.94439561,3
0.94456184,3
0.944693314,3
0.944800666,3
0.944906563,3
0.945012267,3
0.945117781,3
0.945223104,3
0.945328237,3
0.94543318,3
0.945598045,3
0.945735267,3
0.945894384,3
0.94605641,3
0.946254841,3
0.946452584,3
0.946649639,3
0.94684601,3
0.947041699,3
0.947233913,3
0.947382897,3
0.947523961,3
0.947664667,3
0.947805016,3
0.947945009,3
0.948084646,3
0.948223792,3
0.948374086,3
0.948557198,3
0.948739694,3
0.948921577,3
0.949102848,3
0.94927446,3
0.949403344,3
0.949525977,3
0.949648329,3
0.949770401,3
0.949892191,3
0.950013702,3
0.950134934,3
0.950255887,3
0.950376562,3
0.950496959,3
0.950617676,3
0.950772669,3
0.9509272,3
0.951084321,3
0.951236592,3
0.95138906,3
0.951542564,3
0.951695608,3
0.951848193,3
0.95200032,3
0.952151632,3
0.952292361,3
0.952398099,3
0.952516581,3
0.952661256,3
0.952805512,3
0.95294935,3
0.953092771,3
0.953235637,3
0.953377793,3
0.953519538,3
0.953660872,3
0.953801798,3
0.953942316,3
0.954082427,3
0.954222132,3
0.954361415,3
0.954491526,3
0.954611525,3
0.954731222,3
0.954860749,3
0.955005297,3
0.955131556,3
0.955279402,3
0.955441889,3
0.955599539,3
0.955735568,3
0.955870357,3
0.955984291,3
0.95609278,3
0.956201014,3
0.956322003,3
0.956456782,3
0.956591163,3
0.956725149,3
0.95685874,3
0.9569914,3
0.957123434,3
0.95724888,3
0.957349746,3
0.957450384,3
0.95757816,3
0.957730273,3
0.957881864,3
0.958032935,3
0.958171778,3
0.958295573,3
0.958422646,3
0.958541043,3
0.958659117,3
0.95877687,3
0.958894301,3
0.959018161,3
0.959147672,3
0.959276792,3
0.95940552,3
0.959533858,3
0.959661808,3
0.95978937,3
0.959916546,3
0.960042653,3
0.960131175,3
0.960217479,3
0.960303602,3
0.960391586,3
0.960504672,3
0.960617089,3
0.960737261,3
0.960864704,3
0.96099175,3
0.9611184,3
0.961244655,3
0.961374138,3
0.961497226,3
0.961623523,3
0.961749315,3
0.96187394,3
0.961998176,3
0.962122022,3
0.96224548,3
0.962359375,3
0.962468622,3
0.962577046,3
0.962685022,3
0.962785183,3
0.962880756,3
0.962976093,3
0.963071194,3
0.9631717,3
0.963293181,3
0.963414277,3
0.963534988,3
0.963646282,3
0.963751969,3
0.963856643,3
0.963954186,3
0.964041256,3
0.964128125,3
0.96421479,3
0.964301254,3
0.96443183,3
0.964578693,3
0.96468703,3
0.964790346,3
0.964892298,3
0.965021479,3
0.965149917,3
0.965245399,3
0.965340627,3
0.965435603,3
0.965530328,3
0.965624801,3
0.965750837,3
0.965881019,3
0.966010724,3
0.966139623,3
0.966267347,3
0.966394605,3
0.966521398,3
0.966639549,3
0.966724673,3
0.966808801,3
0.966892723,3
0.966984177,3
0.967061167,3
0.967145456,3
0.967229536,3
0.967313408,3
0.967404512,3
0.967507215,3
0.967609604,3
0.967711682,3
0.967813448,3
0.967914904,3
0.96801605,3
0.968116888,3
0.968212694,3
0.968318566,3
0.968419302,3
0.968519727,3
0.968619844,3
0.968719261,3
0.968818139,3
0.968916389,3
0.969013105,3
0.969089082,3
0.969164879,3
0.969240496,3
0.969315889,3
0.969390949,3
0.969465831,3
0.969559054,3
0.969666076,3
0.969772733,3
0.969879027,3
0.969984958,3
0.970090528,3
0.970195738,3
0.970284216,3
0.97037132,3
0.970458176,3
0.970561163,3
0.970665029,3
0.970760168,3
0.970837003,3
0.970913641,3
0.970990083,3
0.97108493,3
0.971190601,3
0.971295769,3
0.971400261,3
0.971504372,3
0.971608114,3
0.971711489,3
0.971803032,3
0.971910054,3
0.972005223,3
0.972101427,3
0.972190627,3
0.972279495,3
0.972367994,3
0.972456218,3
0.972544168,3
0.972631845,3
0.97271915,3
0.972805907,3
0.972892396,3
0.972978617,3
0.973064571,3
0.97315026,3
0.973235684,3
0.973320843,3
0.973405738,3
0.973490371,3
0.973574742,3
0.973658852,3
0.973742689,3
0.973826167,3
0.973909387,3
0.97399235,3
0.974075056,3
0.974157505,3
0.9742397,3
0.974327978,3
0.974418377,3
0.974507934,3
0.974594633,3
0.97468865,3
0.974778179,3
0.974863112,3
0.974941646,3
0.975019613,3
0.975097343,3
0.975174837,3
0.975249344,3
0.975322563,3
0.975395571,3
0.975468369,3
0.975540956,3
0.975613334,3
0.975685503,3
0.975757464,3
0.975833795,3
0.975910892,3
0.975987749,3
0.976064367,3
0.976140747,3
0.976216888,3
0.976292793,3
0.976368325,3
0.976443526,3
0.976508254,3
0.976573519,3
0.976653601,3
0.976733416,3
0.976812964,3
0.976892356,3
0.976968032,3
0.977040111,3
0.977112728,3
0.977186014,3
0.977259071,3
0.977331899,3
0.977404279,3
0.977476423,3
0.977548341,3
0.977620035,3
0.977691506,3
0.977762753,3
0.977833778,3
0.977904581,3
0.977971573,3
0.978038194,3
0.978104469,3
0.978170548,3
0.97823519,3
0.978302651,3
0.978368461,3
0.978433925,3
0.978500972,3
0.978568235,3
0.978635291,3
0.978706819,3
0.97877945,3
0.978851838,3
0.978923985,3
0.978995891,3
0.979067557,3
0.979138983,3
0.979208984,3
0.979258427,3
0.97930775,3
0.9793595,3
0.979424133,3
0.979488568,3
0.979552696,3
0.979616598,3
0.979680305,3
0.979743816,3
0.979807133,3
0.979870256,3
0.979933186,3
0.97999831,3
0.980068782,3
0.980134919,3
0.980201643,3
0.980268754,3
0.980330538,3
0.980387644,3
0.980450144,3
0.980518033,3
0.980585691,3
0.980653118,3
0.980720316,3
0.980787285,3
0.980863258,3
0.980930231,3
0.980995071,3
0.981059005,3
0.981119883,3
0.981184336,3
0.981249724,3
0.981314889,3
0.981379832,3
0.981443532,3
0.981506784,3
0.981567979,3
0.981632577,3
0.981695273,3
0.981757683,3
0.981819884,3
0.981881877,3
0.981943662,3
0.982005241,3
0.982066613,3
0.98212778,3
0.982188742,3
0.9822495,3
0.982309796,3
0.982367372,3
0.982416869,3
0.982466231,3
0.982515455,3
0.982564544,3
0.982613498,3
0.982662316,3
0.982710999,3
0.982759434,3
0.982813437,3
0.982867934,3
0.982922261,3
0.982976419,3
0.983030409,3
0.983084229,3
0.983137883,3
0.983191369,3
0.983244688,3
0.983297841,3
0.983350828,3
0.98340365,3
0.983457445,3
0.983515924,3
0.9835742,3
0.983632274,3
0.983690145,3
0.983747816,3
0.983805285,3
0.983862555,3
0.983919625,3
0.983976497,3
0.984033081,3
0.984080408,3
0.984125694,3
0.984170852,3
0.984215884,3
0.98426079,3
0.98430557,3
0.984350224,3
0.984401491,3
0.98445317,3
0.984505627,3
0.98456087,3
0.98461592,3
0.984670776,3
0.984725439,3
0.984775106,3
0.984823161,3
0.984871066,3
0.984918822,3
0.98496643,3
0.985013889,3
0.985061423,3
0.98511111,3
0.985160634,3
0.985209996,3
0.985259196,3
0.985308235,3
0.985357113,3
0.985405831,3
0.985454389,3
0.985502788,3
0.985551028,3
0.98559911,3
0.985647034,3
0.985694801,3
0.985742242,3
0.985789422,3
0.985836448,3
0.985883321,3
0.985930041,3
0.985976608,3
0.986023023,3
0.986069287,3
0.9861154,3
0.986161362,3
0.986207174,3
0.986252836,3
0.986296494,3
0.986335139,3
0.986373677,3
0.986417501,3
0.986464655,3
0.986511647,3
0.986558478,3
0.986605149,3
0.98665166,3
0.986698011,3
0.986744204,3
0.986790239,3
0.986835169,3
0.986878947,3
0.986918906,3
0.986957921,3
0.987001215,3
0.987049782,3
0.987095748,3
0.98713881,3
0.987181729,3
0.9872245,3
0.987267051,3
0.987309462,3
0.987351734,3
0.987393867,3
0.987435861,3
0.987477717,3
0.987519435,3
0.987561017,3
0.987602461,3
0.987643769,3
0.987684941,3
0.987725977,3
0.987766879,3
0.98781304,3
0.98786133,3
0.987909431,3
0.987957343,3
0.988005068,3
0.988052606,3
0.988099957,3
0.9881431,3
0.988184526,3
0.988225809,3
0.98826695,3
0.988307948,3
0.988348804,3
0.98838952,3
0.988430095,3
0.988470529,3
0.988510824,3
0.98855098,3
0.988590806,3
0.988630481,3
0.98867002,3
0.988709423,3
0.98874869,3
0.988787822,3
0.98882682,3
0.988865684,3
0.988904413,3
0.98894301,3
0.988981474,3
0.989019806,3
0.989058005,3
0.989096074,3
0.989134011,3
0.989171818,3
0.989209494,3
0.989247041,3
0.989284424,3
0.98932167,3
0.989358787,3
0.989393888,3
0.989426873,3
0.989459751,3
0.989492474,3
0.989525097,3
0.989557619,3
0.989590042,3
0.989622365,3
0.989654588,3
0.989686713,3
0.989718739,3
0.989750666,3
0.989782496,3
0.989814227,3
0.989845861,3
0.989877398,3
0.989908838,3
0.989940181,3
0.989971427,3
0.990002578,3
0.990033633,3
0.990064488,3
0.990095218,3
0.990125853,3
0.990156395,3
0.990190006,3
0.990224085,3
0.990258047,3
0.990288937,3
0.990322139,3
